id,clues,mes,anio,presupuesto_id,proveedor_id,causes_autorizado,causes_modificado,causes_comprometido,causes_devengado,causes_disponible,no_causes_autorizado,no_causes_modificado,no_causes_comprometido,no_causes_devengado,no_causes_disponible,material_curacion_autorizado,material_curacion_modificado,material_curacion_comprometido,material_curacion_devengado,material_curacion_disponible
140,CSSSA017382,6,2017,1,3,466085.31,466085.31,0,0,466085.31,0,0,0,0,0,886674.29,886674.29,0,0,886674.29
141,CSSSA017411,6,2017,1,3,452968.25,452968.25,0,0,452968.25,0,0,0,0,0,861720.58,861720.58,0,0,861720.58
142,CSSSA007540,7,2017,1,1,642827.1607,642827.1607,0,0,642827.1607,407781.0386,407781.0386,0,0,407781.0386,617347.8355,617347.8355,0,0,617347.8355
143,CSSSA019954,7,2017,1,1,1469319.224,1469319.224,0,0,1469319.224,932070.9454,932070.9454,0,0,932070.9454,1411080.767,1411080.767,0,0,1411080.767
144,CSSSA000832,7,2017,1,1,245794.4653,245794.4653,0,0,245794.4653,155921.1067,155921.1067,0,0,155921.1067,236052.0688,236052.0688,0,0,236052.0688
145,CSSSA000045,7,2017,1,1,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
146,CSSSA001626,7,2017,1,1,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
147,CSSSA009162,7,2017,1,1,110198.9418,110198.9418,0,0,110198.9418,69905.3209,69905.3209,0,0,69905.3209,105831.0575,105831.0575,0,0,105831.0575
148,CSSSA000651,7,2017,1,1,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
149,CSSSA018875,7,2017,1,1,257130.8643,257130.8643,0,0,257130.8643,163112.4154,163112.4154,0,0,163112.4154,246939.1342,246939.1342,0,0,246939.1342
150,CSSSA017516,7,2017,1,1,91832.45152,91832.45152,0,0,91832.45152,58254.43409,58254.43409,0,0,58254.43409,88192.54793,88192.54793,0,0,88192.54793
151,CSSSA000412,7,2017,1,1,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
152,CSSSA017336,7,2017,1,1,1068002.04,1068002.04,0,0,1068002.04,0,0,0,0,0,2031752.42,2031752.42,0,0,2031752.42
153,CSSSA017365,7,2017,1,1,314182.86,314182.86,0,0,314182.86,0,0,0,0,0,597697.15,597697.15,0,0,597697.15
154,CSSSA018776,7,2017,1,2,826492.0637,826492.0637,0,0,826492.0637,524289.9068,524289.9068,0,0,524289.9068,793732.9314,793732.9314,0,0,793732.9314
155,CSSSA001030,7,2017,1,2,734659.6122,734659.6122,0,0,734659.6122,466035.4727,466035.4727,0,0,466035.4727,705540.3835,705540.3835,0,0,705540.3835
156,CSSSA018781,7,2017,1,2,155900.8113,155900.8113,0,0,155900.8113,98896.55983,98896.55983,0,0,98896.55983,149721.4715,149721.4715,0,0,149721.4715
157,CSSSA003265,7,2017,1,2,243302.6012,243302.6012,0,0,243302.6012,154340.3787,154340.3787,0,0,154340.3787,233658.9731,233658.9731,0,0,233658.9731
158,CSSSA017504,7,2017,1,2,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
159,CSSSA006403,7,2017,1,2,734659.6122,734659.6122,0,0,734659.6122,466035.4727,466035.4727,0,0,466035.4727,705540.3835,705540.3835,0,0,705540.3835
160,CSSSA002611,7,2017,1,2,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
161,CSSSA007074,7,2017,1,2,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
162,CSSSA018740,7,2017,1,2,128565.4321,128565.4321,0,0,128565.4321,81556.20772,81556.20772,0,0,81556.20772,123469.5671,123469.5671,0,0,123469.5671
163,CSSSA000453,7,2017,1,2,309204.2988,309204.2988,0,0,309204.2988,196145.4926,196145.4926,0,0,196145.4926,296948.5676,296948.5676,0,0,296948.5676
164,CSSSA017353,7,2017,1,2,642265.59,642265.59,0,0,642265.59,0,0,0,0,0,1221837.24,1221837.24,0,0,1221837.24
165,CSSSA017394,7,2017,1,2,671987.07,671987.07,0,0,671987.07,0,0,0,0,0,1278378.98,1278378.98,0,0,1278378.98
166,CSSSA017406,7,2017,1,2,170430.11,170430.11,0,0,170430.11,0,0,0,0,0,324223.9,324223.9,0,0,324223.9
167,JURISMOTO10,7,2017,1,2,260245.15,260245.15,0,0,260245.15,0,0,0,0,0,495086.8,495086.8,0,0,495086.8
168,CSSSA005773,7,2017,1,3,550994.7091,550994.7091,0,0,550994.7091,349526.6045,349526.6045,0,0,349526.6045,529155.2876,529155.2876,0,0,529155.2876
169,CSSSA018764,7,2017,1,3,459162.2576,459162.2576,0,0,459162.2576,291272.1704,291272.1704,0,0,291272.1704,440962.7397,440962.7397,0,0,440962.7397
170,CSSSA019481,7,2017,1,3,260536.5871,260536.5871,0,0,260536.5871,165272.8549,165272.8549,0,0,165272.8549,250209.8666,250209.8666,0,0,250209.8666
171,CSSSA018752,7,2017,1,3,55099.47091,55099.47091,0,0,55099.47091,34952.66045,34952.66045,0,0,34952.66045,52915.52876,52915.52876,0,0,52915.52876
172,CSSSA017726,7,2017,1,3,42092.4612,42092.4612,0,0,42092.4612,26701.5904,26701.5904,0,0,26701.5904,40424.06949,40424.06949,0,0,40424.06949
173,CSSSA018793,7,2017,1,3,25822.77011,25822.77011,0,0,25822.77011,16380.82,16380.82,0,0,16380.82,24799.24964,24799.24964,0,0,24799.24964
174,CSSSA004496,7,2017,1,3,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
175,CSSSA005510,7,2017,1,3,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
176,CSSSA019645,7,2017,1,3,178140.5421,178140.5421,0,0,178140.5421,113004.4586,113004.4586,0,0,113004.4586,171079.7004,171079.7004,0,0,171079.7004
177,CSSSA004945,7,2017,1,3,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
178,CSSSAHGREFO,7,2017,1,3,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
179,CSSSA019242,7,2017,1,3,35855.60904,35855.60904,0,0,35855.60904,22745.20802,22745.20802,0,0,22745.20802,34434.42341,34434.42341,0,0,34434.42341
180,CSSSA017521,7,2017,1,3,35855.60904,35855.60904,0,0,35855.60904,22745.20802,22745.20802,0,0,22745.20802,34434.42341,34434.42341,0,0,34434.42341
181,CSSSA004595,7,2017,1,3,275497.3546,275497.3546,0,0,275497.3546,174763.3023,174763.3023,0,0,174763.3023,264577.6438,264577.6438,0,0,264577.6438
182,CSSSA008264,7,2017,1,3,184900.8473,184900.8473,0,0,184900.8473,117292.8964,117292.8964,0,0,117292.8964,177572.0518,177572.0518,0,0,177572.0518
183,CSSSA006934,7,2017,1,3,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
184,CSSSA017731,7,2017,1,3,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
185,CSSSA017341,7,2017,1,3,833825.73,833825.73,0,0,833825.73,0,0,0,0,0,1586258.62,1586258.62,0,0,1586258.62
186,CSSSA017370,7,2017,1,3,484676.07,484676.07,0,0,484676.07,0,0,0,0,0,922041.11,922041.11,0,0,922041.11
187,CSSSA017382,7,2017,1,3,466085.31,466085.31,0,0,466085.31,0,0,0,0,0,886674.29,886674.29,0,0,886674.29
188,CSSSA017411,7,2017,1,3,452968.25,452968.25,0,0,452968.25,0,0,0,0,0,861720.58,861720.58,0,0,861720.58
189,CSSSA007540,8,2017,1,1,642827.1607,642827.1607,0,0,642827.1607,407781.0386,407781.0386,0,0,407781.0386,617347.8355,617347.8355,0,0,617347.8355
190,CSSSA019954,8,2017,1,1,1469319.224,1469319.224,0,0,1469319.224,932070.9454,932070.9454,0,0,932070.9454,1411080.767,1411080.767,0,0,1411080.767
191,CSSSA000832,8,2017,1,1,245794.4653,245794.4653,0,0,245794.4653,155921.1067,155921.1067,0,0,155921.1067,236052.0688,236052.0688,0,0,236052.0688
192,CSSSA000045,8,2017,1,1,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
193,CSSSA001626,8,2017,1,1,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
194,CSSSA009162,8,2017,1,1,110198.9418,110198.9418,0,0,110198.9418,69905.3209,69905.3209,0,0,69905.3209,105831.0575,105831.0575,0,0,105831.0575
195,CSSSA000651,8,2017,1,1,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
196,CSSSA018875,8,2017,1,1,257130.8643,257130.8643,0,0,257130.8643,163112.4154,163112.4154,0,0,163112.4154,246939.1342,246939.1342,0,0,246939.1342
197,CSSSA017516,8,2017,1,1,91832.45152,91832.45152,0,0,91832.45152,58254.43409,58254.43409,0,0,58254.43409,88192.54793,88192.54793,0,0,88192.54793
198,CSSSA000412,8,2017,1,1,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
199,CSSSA017336,8,2017,1,1,1068002.04,1068002.04,0,0,1068002.04,0,0,0,0,0,2031752.42,2031752.42,0,0,2031752.42
200,CSSSA017365,8,2017,1,1,314182.86,314182.86,0,0,314182.86,0,0,0,0,0,597697.15,597697.15,0,0,597697.15
201,CSSSA018776,8,2017,1,2,826492.0637,826492.0637,0,0,826492.0637,524289.9068,524289.9068,0,0,524289.9068,793732.9314,793732.9314,0,0,793732.9314
202,CSSSA001030,8,2017,1,2,734659.6122,734659.6122,0,0,734659.6122,466035.4727,466035.4727,0,0,466035.4727,705540.3835,705540.3835,0,0,705540.3835
203,CSSSA018781,8,2017,1,2,155900.8113,155900.8113,0,0,155900.8113,98896.55983,98896.55983,0,0,98896.55983,149721.4715,149721.4715,0,0,149721.4715
204,CSSSA003265,8,2017,1,2,243302.6012,243302.6012,0,0,243302.6012,154340.3787,154340.3787,0,0,154340.3787,233658.9731,233658.9731,0,0,233658.9731
205,CSSSA017504,8,2017,1,2,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
206,CSSSA006403,8,2017,1,2,734659.6122,734659.6122,0,0,734659.6122,466035.4727,466035.4727,0,0,466035.4727,705540.3835,705540.3835,0,0,705540.3835
207,CSSSA002611,8,2017,1,2,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
208,CSSSA007074,8,2017,1,2,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
209,CSSSA018740,8,2017,1,2,128565.4321,128565.4321,0,0,128565.4321,81556.20772,81556.20772,0,0,81556.20772,123469.5671,123469.5671,0,0,123469.5671
210,CSSSA000453,8,2017,1,2,309204.2988,309204.2988,0,0,309204.2988,196145.4926,196145.4926,0,0,196145.4926,296948.5676,296948.5676,0,0,296948.5676
211,CSSSA017353,8,2017,1,2,642265.59,642265.59,0,0,642265.59,0,0,0,0,0,1221837.24,1221837.24,0,0,1221837.24
212,CSSSA017394,8,2017,1,2,671987.07,671987.07,0,0,671987.07,0,0,0,0,0,1278378.98,1278378.98,0,0,1278378.98
213,CSSSA017406,8,2017,1,2,170430.11,170430.11,0,0,170430.11,0,0,0,0,0,324223.9,324223.9,0,0,324223.9
214,JURISMOTO10,8,2017,1,2,260245.15,260245.15,0,0,260245.15,0,0,0,0,0,495086.8,495086.8,0,0,495086.8
215,CSSSA005773,8,2017,1,3,550994.7091,550994.7091,0,0,550994.7091,349526.6045,349526.6045,0,0,349526.6045,529155.2876,529155.2876,0,0,529155.2876
216,CSSSA018764,8,2017,1,3,459162.2576,459162.2576,0,0,459162.2576,291272.1704,291272.1704,0,0,291272.1704,440962.7397,440962.7397,0,0,440962.7397
217,CSSSA019481,8,2017,1,3,260536.5871,260536.5871,0,0,260536.5871,165272.8549,165272.8549,0,0,165272.8549,250209.8666,250209.8666,0,0,250209.8666
218,CSSSA018752,8,2017,1,3,55099.47091,55099.47091,0,0,55099.47091,34952.66045,34952.66045,0,0,34952.66045,52915.52876,52915.52876,0,0,52915.52876
219,CSSSA017726,8,2017,1,3,42092.4612,42092.4612,0,0,42092.4612,26701.5904,26701.5904,0,0,26701.5904,40424.06949,40424.06949,0,0,40424.06949
220,CSSSA018793,8,2017,1,3,25822.77011,25822.77011,0,0,25822.77011,16380.82,16380.82,0,0,16380.82,24799.24964,24799.24964,0,0,24799.24964
221,CSSSA004496,8,2017,1,3,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
222,CSSSA005510,8,2017,1,3,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
223,CSSSA019645,8,2017,1,3,178140.5421,178140.5421,0,0,178140.5421,113004.4586,113004.4586,0,0,113004.4586,171079.7004,171079.7004,0,0,171079.7004
224,CSSSA004945,8,2017,1,3,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
225,CSSSAHGREFO,8,2017,1,3,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
226,CSSSA019242,8,2017,1,3,35855.60904,35855.60904,0,0,35855.60904,22745.20802,22745.20802,0,0,22745.20802,34434.42341,34434.42341,0,0,34434.42341
227,CSSSA017521,8,2017,1,3,35855.60904,35855.60904,0,0,35855.60904,22745.20802,22745.20802,0,0,22745.20802,34434.42341,34434.42341,0,0,34434.42341
228,CSSSA004595,8,2017,1,3,275497.3546,275497.3546,0,0,275497.3546,174763.3023,174763.3023,0,0,174763.3023,264577.6438,264577.6438,0,0,264577.6438
229,CSSSA008264,8,2017,1,3,184900.8473,184900.8473,0,0,184900.8473,117292.8964,117292.8964,0,0,117292.8964,177572.0518,177572.0518,0,0,177572.0518
230,CSSSA006934,8,2017,1,3,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
231,CSSSA017731,8,2017,1,3,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
232,CSSSA017341,8,2017,1,3,833825.73,833825.73,0,0,833825.73,0,0,0,0,0,1586258.62,1586258.62,0,0,1586258.62
233,CSSSA017370,8,2017,1,3,484676.07,484676.07,0,0,484676.07,0,0,0,0,0,922041.11,922041.11,0,0,922041.11
234,CSSSA017382,8,2017,1,3,466085.31,466085.31,0,0,466085.31,0,0,0,0,0,886674.29,886674.29,0,0,886674.29
235,CSSSA017411,8,2017,1,3,452968.25,452968.25,0,0,452968.25,0,0,0,0,0,861720.58,861720.58,0,0,861720.58
236,CSSSA007540,9,2017,1,1,642827.1607,642827.1607,0,0,642827.1607,407781.0386,407781.0386,0,0,407781.0386,617347.8355,617347.8355,0,0,617347.8355
237,CSSSA019954,9,2017,1,1,1469319.224,1469319.224,0,0,1469319.224,932070.9454,932070.9454,0,0,932070.9454,1411080.767,1411080.767,0,0,1411080.767
238,CSSSA000832,9,2017,1,1,245794.4653,245794.4653,0,0,245794.4653,155921.1067,155921.1067,0,0,155921.1067,236052.0688,236052.0688,0,0,236052.0688
239,CSSSA000045,9,2017,1,1,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
240,CSSSA001626,9,2017,1,1,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
241,CSSSA009162,9,2017,1,1,110198.9418,110198.9418,0,0,110198.9418,69905.3209,69905.3209,0,0,69905.3209,105831.0575,105831.0575,0,0,105831.0575
242,CSSSA000651,9,2017,1,1,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
243,CSSSA018875,9,2017,1,1,257130.8643,257130.8643,0,0,257130.8643,163112.4154,163112.4154,0,0,163112.4154,246939.1342,246939.1342,0,0,246939.1342
244,CSSSA017516,9,2017,1,1,91832.45152,91832.45152,0,0,91832.45152,58254.43409,58254.43409,0,0,58254.43409,88192.54793,88192.54793,0,0,88192.54793
245,CSSSA000412,9,2017,1,1,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
246,CSSSA017336,9,2017,1,1,1068002.04,1068002.04,0,0,1068002.04,0,0,0,0,0,2031752.42,2031752.42,0,0,2031752.42
247,CSSSA017365,9,2017,1,1,314182.86,314182.86,0,0,314182.86,0,0,0,0,0,597697.15,597697.15,0,0,597697.15
248,CSSSA018776,9,2017,1,2,826492.0637,826492.0637,0,0,826492.0637,524289.9068,524289.9068,0,0,524289.9068,793732.9314,793732.9314,0,0,793732.9314
249,CSSSA001030,9,2017,1,2,734659.6122,734659.6122,0,0,734659.6122,466035.4727,466035.4727,0,0,466035.4727,705540.3835,705540.3835,0,0,705540.3835
250,CSSSA018781,9,2017,1,2,155900.8113,155900.8113,0,0,155900.8113,98896.55983,98896.55983,0,0,98896.55983,149721.4715,149721.4715,0,0,149721.4715
251,CSSSA003265,9,2017,1,2,243302.6012,243302.6012,0,0,243302.6012,154340.3787,154340.3787,0,0,154340.3787,233658.9731,233658.9731,0,0,233658.9731
252,CSSSA017504,9,2017,1,2,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
253,CSSSA006403,9,2017,1,2,734659.6122,734659.6122,0,0,734659.6122,466035.4727,466035.4727,0,0,466035.4727,705540.3835,705540.3835,0,0,705540.3835
254,CSSSA002611,9,2017,1,2,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
255,CSSSA007074,9,2017,1,2,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
256,CSSSA018740,9,2017,1,2,128565.4321,128565.4321,0,0,128565.4321,81556.20772,81556.20772,0,0,81556.20772,123469.5671,123469.5671,0,0,123469.5671
257,CSSSA000453,9,2017,1,2,309204.2988,309204.2988,0,0,309204.2988,196145.4926,196145.4926,0,0,196145.4926,296948.5676,296948.5676,0,0,296948.5676
258,CSSSA017353,9,2017,1,2,642265.59,642265.59,0,0,642265.59,0,0,0,0,0,1221837.24,1221837.24,0,0,1221837.24
259,CSSSA017394,9,2017,1,2,671987.07,671987.07,0,0,671987.07,0,0,0,0,0,1278378.98,1278378.98,0,0,1278378.98
260,CSSSA017406,9,2017,1,2,170430.11,170430.11,0,0,170430.11,0,0,0,0,0,324223.9,324223.9,0,0,324223.9
261,JURISMOTO10,9,2017,1,2,260245.15,260245.15,0,0,260245.15,0,0,0,0,0,495086.8,495086.8,0,0,495086.8
262,CSSSA005773,9,2017,1,3,550994.7091,550994.7091,0,0,550994.7091,349526.6045,349526.6045,0,0,349526.6045,529155.2876,529155.2876,0,0,529155.2876
263,CSSSA018764,9,2017,1,3,459162.2576,459162.2576,0,0,459162.2576,291272.1704,291272.1704,0,0,291272.1704,440962.7397,440962.7397,0,0,440962.7397
264,CSSSA019481,9,2017,1,3,260536.5871,260536.5871,0,0,260536.5871,165272.8549,165272.8549,0,0,165272.8549,250209.8666,250209.8666,0,0,250209.8666
265,CSSSA018752,9,2017,1,3,55099.47091,55099.47091,0,0,55099.47091,34952.66045,34952.66045,0,0,34952.66045,52915.52876,52915.52876,0,0,52915.52876
266,CSSSA017726,9,2017,1,3,42092.4612,42092.4612,0,0,42092.4612,26701.5904,26701.5904,0,0,26701.5904,40424.06949,40424.06949,0,0,40424.06949
267,CSSSA018793,9,2017,1,3,25822.77011,25822.77011,0,0,25822.77011,16380.82,16380.82,0,0,16380.82,24799.24964,24799.24964,0,0,24799.24964
268,CSSSA004496,9,2017,1,3,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
269,CSSSA005510,9,2017,1,3,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
270,CSSSA019645,9,2017,1,3,178140.5421,178140.5421,0,0,178140.5421,113004.4586,113004.4586,0,0,113004.4586,171079.7004,171079.7004,0,0,171079.7004
271,CSSSA004945,9,2017,1,3,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
272,CSSSAHGREFO,9,2017,1,3,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
273,CSSSA019242,9,2017,1,3,35855.60904,35855.60904,0,0,35855.60904,22745.20802,22745.20802,0,0,22745.20802,34434.42341,34434.42341,0,0,34434.42341
274,CSSSA017521,9,2017,1,3,35855.60904,35855.60904,0,0,35855.60904,22745.20802,22745.20802,0,0,22745.20802,34434.42341,34434.42341,0,0,34434.42341
275,CSSSA004595,9,2017,1,3,275497.3546,275497.3546,0,0,275497.3546,174763.3023,174763.3023,0,0,174763.3023,264577.6438,264577.6438,0,0,264577.6438
276,CSSSA008264,9,2017,1,3,184900.8473,184900.8473,0,0,184900.8473,117292.8964,117292.8964,0,0,117292.8964,177572.0518,177572.0518,0,0,177572.0518
277,CSSSA006934,9,2017,1,3,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
278,CSSSA017731,9,2017,1,3,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
279,CSSSA017341,9,2017,1,3,833825.73,833825.73,0,0,833825.73,0,0,0,0,0,1586258.62,1586258.62,0,0,1586258.62
280,CSSSA017370,9,2017,1,3,484676.07,484676.07,0,0,484676.07,0,0,0,0,0,922041.11,922041.11,0,0,922041.11
281,CSSSA017382,9,2017,1,3,466085.31,466085.31,0,0,466085.31,0,0,0,0,0,886674.29,886674.29,0,0,886674.29
